"INCIDENT INFO","DESCRIPTION","START_DT","MODIFIED_DT","QUADRANT","Longitude","Latitude","Count","id","Point"
" 39 Avenue and Macleod Trail SE ","There is an incident involving a pedestrian- EMS on site.","2022/07/05 04:50:31 PM","2022/07/05 05:42:05 PM","SE","-114.06240923744","51.01853201813","1","2022-07-05T16:50:3151.0185320181327-114.06240923743877","POINT (-114.06240923743877 51.0185320181327)"
" 17 Avenue and 36 Street SE ","There is an incident involving a pedestrian- EMS on site. Blocking the WB left lane","2022/07/02 03:09:42 PM","2022/07/02 03:14:10 PM","SE","-113.98168340998","51.03774856375","1","2022-07-02T15:09:4251.0377485637501-113.9816834099847","POINT (-113.9816834099847 51.0377485637501)"
" Memorial Drive at 9 Street NE ","There is an incident involving a pedestrian- EMS on site. Blocking multiple lanes EB and WB","2022/06/30 11:04:24 PM","2022/07/01 01:35:14 AM","NE","-114.04038703207","51.04925266907","1","2022-06-30T23:04:2451.04925266907316-114.04038703206616","POINT (-114.04038703206616 51.04925266907316)"
" 15 Avenue and 12 Street SW ","There is an incident involving a pedestrian- EMS Dispatched.","2022/06/30 10:08:45 PM","2022/06/30 10:10:34 PM","SW","-114.09157818268","51.03937677344","1","2022-06-30T22:08:4551.039376773440154-114.09157818267512","POINT (-114.09157818267512 51.039376773440154)"
" Cityscape Drive and Cityside Road NE ","There is an incident involving a pedestrian- EMS on site.","2022/06/22 05:04:54 PM","2022/06/22 06:32:27 PM","NE","-113.96645745103","51.14633443773","1","2022-06-22T17:04:5451.14633443772722-113.96645745103254","POINT (-113.96645745103254 51.14633443772722)"
"Eastbound 32 Avenue 36 Street NE","There is an incident involving a pedestrian- EMS Dispatched. Blocking the right lane","2022/06/19 05:00:00 PM","2022/06/19 05:10:00 PM","NE","-113.9814639","51.05247848","1","2022-06-19T17:00:1151.05247847562497-113.98146394029554","POINT (-113.9814639 51.05247848)"
"14 Street and 64 Avenue NW","There is an incident involving a pedestrian- EMS on site.","2022/06/18 11:14:00 AM","2022/06/18 11:14:00 AM","NW","-114.0835723","51.10912784","1","2022-06-18T11:14:0651.109127839106264-114.08357225351521","POINT (-114.0835723 51.10912784)"
"Centre Street and 41 Avenue NE","There is an incident involving a pedestrian- EMS on site.","2022/06/16 04:20:00 PM","2022/06/16 05:17:00 PM","NW","-114.0624318","51.0896317","1","2022-06-16T16:20:4951.089631699166645-114.06243179265329","POINT (-114.0624318 51.0896317)"
"36 Street and 8 Avenue NE","There is an incident involving a pedestrian- EMS on site.","2022/06/16 03:42:00 PM","2022/06/16 04:21:00 PM","NE","-113.9819203","51.05952927","1","2022-06-16T15:42:0451.05952927102947-113.98192032098147","POINT (-113.9819203 51.05952927)"
"Macleod Trail and 9 Avenue SE","There is an incident involving a pedestrian- EMS on site. The road has reopened NB.","2022/06/16 10:01:00 AM","2022/06/16 10:44:00 AM","SE","-114.0581785","51.04447099","1","2022-06-16T10:01:0451.04447099118354-114.0581784690717","POINT (-114.0581785 51.04447099)"
"64 Avenue and Falconridge Boulevard NE","There is an incident involving a pedestrian- EMS on site. Blocking the right lane","2022/06/15 07:37:00 PM","2022/06/15 07:38:00 PM","NW","-113.9473403","51.11068937","1","2022-06-15T19:37:0751.11068936573859-113.94734026231674","POINT (-113.9473403 51.11068937)"
"1 Street and 10 Avenue SW","There is an incident involving a pedestrian- EMS Dispatched.","2022/06/11 01:43:00 AM","2022/06/11 02:09:00 AM","SW","-114.0656616","51.04339518","1","2022-06-11T01:43:5651.043395180614674-114.06566159704762","POINT (-114.0656616 51.04339518)"
"19 Avenue and 40 Street SE","There is an incident involving a pedestrian- EMS on site.","2022/06/10 08:18:00 PM","2022/06/10 08:19:00 PM","SE","-113.9757477","51.03627964","1","2022-06-10T20:18:4551.03627963716597-113.97574765727646","POINT (-113.9757477 51.03627964)"
"11 Avenue and 14 Street SW","There is an incident involving a pedestrian- EMS on site.","2022/06/09 04:38:00 PM","2022/06/09 05:29:00 PM","SW","-114.0942851","51.04300621","1","2022-06-09T16:38:1251.04300620678568-114.09428506045673","POINT (-114.0942851 51.04300621)"
"37 Street at 13 Avenue SW","There is an incident involving a pedestrian- EMS on site. Blocking the NB right lane","2022/06/08 05:49:00 PM","2022/06/08 06:07:00 PM","SW","-114.1411234","51.04150998","1","2022-06-08T17:49:5851.04150998056721-114.14112338536475","POINT (-114.1411234 51.04150998)"
"Manora Place and Madigan Drive NE","There is an incident involving a pedestrian- EMS on site.","2022/06/08 01:10:00 PM","2022/06/08 01:12:00 PM","NE","-113.9551327","51.0622659","1","2022-06-08T13:10:1151.06226589726989-113.95513267490583","POINT (-113.9551327 51.0622659)"
"Sable Drive and Redwood Crescent SE","There is an incident involving a pedestrian- EMS on site.","2022/06/08 07:56:00 AM","2022/06/08 08:57:00 AM","SE","-113.9868037","51.03304995","1","2022-06-08T07:56:2151.0330499534256-113.98680368261776","POINT (-113.9868037 51.03304995)"
"43 Street and 14 Avenue SE","There is an incident involving a pedestrian- EMS Dispatched.","2022/06/07 01:14:00 PM","2022/06/07 02:16:00 PM","SE","-113.9714352","51.04093634","1","2022-06-07T13:14:2651.04093633832122-113.97143516122821","POINT (-113.9714352 51.04093634)"
"8A Street and 34 Avenue SW","There is an incident involving a pedestrian- EMS on site.","2022/06/06 11:36:00 AM","2022/06/06 12:58:00 PM","SW","-114.085207","51.02328346","1","2022-06-06T11:36:3251.02328345642787-114.08520698409238","POINT (-114.085207 51.02328346)"
"Westbound 58 Avenue at Macleod Trail SW","There is an incident involving a pedestrian- EMS on site. The road is closed WB","2022/06/02 06:45:00 PM","2022/06/02 07:07:00 PM","SW","-114.0717123","51.00132867","1","2022-06-02T18:45:4751.00132867483862-114.07171230737963","POINT (-114.0717123 51.00132867)"
"Westwinds Drive east of Castleridge Boulevard NE","There is an incident involving a pedestrian- EMS Dispatched.","2022/06/02 06:29:00 PM","2022/06/02 07:07:00 PM","NE","-113.9700053","51.10897146","1","2022-06-02T18:29:5851.10897145625351-113.97000533247123","POINT (-113.9700053 51.10897146)"
"Southbound Macleod Trail at 53 Avenue SW","There is an incident involving a pedestrian- EMS on site. The road has reopened SB. The right lane remains blocked.","2022/06/02 06:12:00 PM","2022/06/02 09:16:00 PM","SW","-114.0699068","51.00561332","1","2022-06-02T18:12:2551.00561331802798-114.06990677230503","POINT (-114.0699068 51.00561332)"
"14 Street and 23 Avenue SW","There is an incident involving a pedestrian- EMS Dispatched.","2022/06/02 05:53:00 PM","2022/06/02 07:07:00 PM","SW","-114.0946887","51.03323582","1","2022-06-02T17:53:4951.03323582473502-114.09468866960187","POINT (-114.0946887 51.03323582)"
"Saddletowne Circle and Saddlemont Boulevard NE","There is an incident involving a pedestrian- EMS on site.","2022/06/01 12:59:00 PM","2022/06/01 01:23:00 PM","NE","-113.9449446","51.12614106","1","2022-06-01T12:59:0551.126141059511774-113.94494455696224","POINT (-113.9449446 51.12614106)"
"32 Avenue and 48 Street NW","There is an incident involving a pedestrian- EMS Dispatched.","2022/05/31 04:35:00 PM","2022/05/31 06:03:00 PM","NW","-114.1599746","51.08124954","1","2022-05-31T16:35:2651.08124954327518-114.15997464444996","POINT (-114.1599746 51.08124954)"
"3 Street at 7 Avenue SW","There is an incident involving a pedestrian- EMS Dispatched.","2022/05/31 03:56:00 PM","2022/05/31 04:36:00 PM","SW","-114.0703448","51.0467005","1","2022-05-31T15:56:0951.04670049808418-114.07034481020172","POINT (-114.0703448 51.0467005)"
"3 Street b/w 7 Avenue and 8 Avenue SW","There is an incident involving a pedestrian- EMS Dispatched. The road is closed","2022/05/31 03:56:00 PM","2022/05/31 07:26:00 PM","SW","-114.0703659","51.04619418","1","2022-05-31T15:56:0951.04619418371665-114.07036586277889","POINT (-114.0703659 51.04619418)"
"New Brighton Drive and New Brighton Way SE","There is an incident involving a pedestrian- EMS Dispatched.","2022/05/30 03:30:00 PM","2022/05/30 04:41:00 PM","SE","-113.944695","50.91660828","1","2022-05-30T15:30:2250.916608280034694-113.94469497985364","POINT (-113.944695 50.91660828)"
"Maryvale Drive and Marlborough Wy NE","There is an incident involving a pedestrian- EMS on site.","2022/05/26 02:48:00 PM","2022/05/26 03:50:00 PM","NE","-113.9769313","51.0562253","1","2022-05-26T14:48:2751.056225302715-113.97693129231867","POINT (-113.9769313 51.0562253)"
"Saddlemont Boulevard and Saddltowne Circle NE","There is an incident involving a pedestrian- EMS on site.","2022/05/24 04:02:00 PM","2022/05/24 04:57:00 PM","NE","-113.9449446","51.12614106","1","2022-05-24T16:02:3351.126141059511774-113.94494455696224","POINT (-113.9449446 51.12614106)"
"Shawinigan Drive and Shawnessy Boulevard SW","There is an incident involving a pedestrian- EMS on site.","2022/05/24 08:45:00 AM","2022/05/24 09:38:00 AM","SW","-114.089464","50.91370241","1","2022-05-24T08:45:5650.91370241402663-114.08946402866262","POINT (-114.089464 50.91370241)"
"68 Street and Applewood Drive SE","There is an incident involving a pedestrian- EMS on site.","2022/05/24 08:00:00 AM","2022/05/24 08:04:00 AM","SE","-113.9352317","51.04562684","1","2022-05-24T08:00:0951.04562684127083-113.93523168839157","POINT (-113.9352317 51.04562684)"
"Nose Hill Drive and Silver Creek Drive NW","There is an incident involving a pedestrian- EMS on site.","2022/05/22 11:29:00 PM","2022/05/22 11:35:00 PM","NW","-114.2102265","51.11249681","1","2022-05-22T23:29:5851.11249680731597-114.21022652837847","POINT (-114.2102265 51.11249681)"
"33 Street and 32 Avenue NW","There is an incident involving a pedestrian- EMS Dispatched.","2022/05/20 05:12:00 PM","2022/05/20 05:42:00 PM","NW","-114.1341685","51.08142368","1","2022-05-20T17:12:0451.08142368411153-114.13416848453222","POINT (-114.1341685 51.08142368)"
"12 Avenue and 5 Street SW","There is an incident involving a pedestrian- EMS on site. Blocking the EB left lane","2022/05/15 02:56:00 AM","2022/05/15 02:58:00 AM","NW","-114.0741466","51.04173375","1","2022-05-15T02:56:2451.04173374654391-114.0741466270143","POINT (-114.0741466 51.04173375)"
"Shawinigan Drive north of 162 Avenue SW","There is an incident involving a pedestrian- EMS on site.","2022/05/11 11:45:00 AM","2022/05/11 11:49:00 AM","SW","-114.0762842","50.90330123","1","2022-05-11T11:45:3750.903301231804704-114.07628420130246","POINT (-114.0762842 50.90330123)"
"Northbound 52 Street at 44 Avenue NE","There is an incident involving a pedestrian- EMS on site. Blocking the NB right lane","2022/05/09 11:58:00 AM","2022/05/09 12:14:00 PM","NE","-113.958159","51.09146237","1","2022-05-09T11:58:0251.09146236642245-113.95815899315392","POINT (-113.958159 51.09146237)"
"Northbound 52 Street at 44 Avenue NE","There is an incident involving a pedestrian- EMS on site. All lanes have reopened NB","2022/05/09 11:58:00 AM","2022/05/09 12:35:00 PM","NE","-113.9582279","51.09146859","1","2022-05-09T11:58:0251.09146859394002-113.95822793576762","POINT (-113.9582279 51.09146859)"
"Canford Cr and Canterbury Drive SW","There is an incident involving a pedestrian- EMS on site.","2022/05/07 10:39:00 PM","2022/05/07 10:40:00 PM","SW","-114.0816503","50.94786351","1","2022-05-07T22:39:2150.94786350917966-114.08165032341563","POINT (-114.0816503 50.94786351)"
"Eastbound Memorial Drive and 36 Street NE","There is an incident involving a pedestrian- EMS on site. Blocking the left lane","2022/05/07 06:42:00 PM","2022/05/07 07:12:00 PM","NE","-113.9829193","51.05213682","1","2022-05-07T18:42:5951.05213681825652-113.9829193204651","POINT (-113.9829193 51.05213682)"
"77 Street and 41 Avenue NW","There is an incident involving a pedestrian- EMS Dispatched.","2022/05/06 04:34:00 PM","2022/05/06 05:43:00 PM","NW","-114.1993184","51.08972551","1","2022-05-06T16:34:2351.08972550929215-114.19931835392045","POINT (-114.1993184 51.08972551)"
"11 Avenue and 11 Street SW","There is an incident involving a pedestrian- EMS on site.  Blocking multiple lanes","2022/05/06 01:19:00 PM","2022/05/06 01:33:00 PM","SW","-114.0888426","51.04309704","1","2022-05-06T13:19:1251.043097041686764-114.0888425815445","POINT (-114.0888426 51.04309704)"
"7 Avenue and Centre Street S","There is an incident involving a pedestrian- EMS on site.","2022/05/01 02:10:00 PM","2022/05/01 04:11:00 PM","SW","-114.062922","51.04648925","1","2022-05-01T14:10:3651.046489245952394-114.06292197993307","POINT (-114.062922 51.04648925)"
"4155 128 Avenue SE","There is an incident involving a pedestrian- EMS Dispatched.","2022/04/28 04:14:00 PM","2022/04/28 04:18:00 PM","SE","-113.9694901","50.9341311","1","2022-04-28T16:14:1150.934131100097574-113.96949010933123","POINT (-113.9694901 50.9341311)"
"90 Avenue and Bonaventure Drive SE","There is an incident involving a pedestrian- EMS on site.","2022/04/27 10:37:00 AM","2022/04/27 10:50:00 AM","SE","-114.0687207","50.97224965","1","2022-04-27T10:37:4650.97224965050607-114.06872073360717","POINT (-114.0687207 50.97224965)"
"75 Avenue and 4A Street SW","There is an incident involving a pedestrian- EMS Dispatched.","2022/04/26 06:35:00 PM","2022/04/26 06:54:00 PM","SW","-114.0746513","50.98599695","1","2022-04-26T18:35:0150.98599695434596-114.07465129135666","POINT (-114.0746513 50.98599695)"
"75 Avenue b/w 5 Street and 4A Street SW","There is an incident involving a pedestrian- EMS Dispatched. the road is closed","2022/04/26 06:35:00 PM","2022/04/26 07:14:00 PM","SW","-114.0746542","50.98602455","1","2022-04-26T18:35:0150.986024551261664-114.07465418414556","POINT (-114.0746542 50.98602455)"
"6 Street and 9 Avenue SE","There is an incident involving a pedestrian- EMS on site. Blocking the WB right lane","2022/04/23 09:22:00 PM","2022/04/23 09:26:00 PM","SE","-114.0483437","51.04404468","1","2022-04-23T21:22:5351.0440446847701-114.04834366628455","POINT (-114.0483437 51.04404468)"
"24 Street and Everridge Drive SW","There is an incident involving a pedestrian- EMS Dispatched.","2022/04/20 07:46:00 PM","2022/04/20 08:29:00 PM","SW","-114.1171836","50.91088741","1","2022-04-20T19:46:2350.91088740720109-114.11718362291866","POINT (-114.1171836 50.91088741)"
"Madigan Drive and 52 Street NE","There is an incident involving a pedestrian- EMS on site.","2022/04/12 03:26:00 PM","2022/04/12 03:27:00 PM","NE","-113.958501","51.06218695","1","2022-04-12T15:26:5251.06218695339385-113.95850095135037","POINT (-113.958501 51.06218695)"
"Heritage Drive and Fairview Drive SE","There is an incident involving a pedestrian- EMS on site.","2022/04/11 03:52:00 PM","2022/04/11 05:59:00 PM","SE","-114.063759","50.97956696","1","2022-04-11T15:52:0850.9795669580229-114.06375898118795","POINT (-114.063759 50.97956696)"
"Dalhousie Drive and Dalton Drive NW","There is an incident involving a pedestrian- EMS Dispatched.","2022/04/10 10:00:00 PM","2022/04/10 10:01:00 PM","NW","-114.1547819","51.10477952","1","2022-04-10T22:00:2951.1047795208294-114.15478186118364","POINT (-114.1547819 51.10477952)"
"15 Street and 17 Avenue SW","There is an incident involving a pedestrian- EMS on site.","2022/04/08 07:09:00 PM","2022/04/08 07:28:00 PM","SW","-114.0975958","51.03783034","1","2022-04-08T19:09:4451.03783034184876-114.09759579109895","POINT (-114.0975958 51.03783034)"
"4 Street and 8 Avenue SW","There is an incident involving a pedestrian- EMS on site.","2022/04/08 09:35:00 AM","2022/04/08 10:13:00 AM","SW","-114.0715165","51.04578868","1","2022-04-08T09:35:4551.04578867765344-114.07151653519573","POINT (-114.0715165 51.04578868)"
"19 Street and 9 Avenue SE","There is an incident involving a pedestrian- EMS on site. EB and WB 9 Ave are closed between 16 St and 20 St SE Please use alternate route","2022/04/05 02:36:00 PM","2022/04/05 03:51:00 PM","SE","-114.0199513","51.03541833","1","2022-04-05T14:36:1151.035418333812274-114.01995132252054","POINT (-114.0199513 51.03541833)"
"12 Avenue and 1 Street SW","There is an incident involving a pedestrian- EMS on site. 1 Street closed between 11 Ave and 13 Ave SW","2022/04/05 09:57:00 AM","2022/04/05 05:07:00 PM","SW","-114.0657823","51.04149513","1","2022-04-05T09:57:5151.041495131679-114.06578225706315","POINT (-114.0657823 51.04149513)"
"3 Avenue and 5 Street SW","There is an incident involving a pedestrian- EMS on site.","2022/04/04 05:01:00 PM","2022/04/04 06:27:00 PM","SW","-114.0735185","51.05057824","1","2022-04-04T17:01:5951.05057824205137-114.07351851132559","POINT (-114.0735185 51.05057824)"
